@@,item,itemlabel,startdate,enddate
->,Q177721,Conor Maguire,1946-05-04->1946-06-01,1961-11-11->1961-06-11
->,Q1799942,William FitzGerald,1973-09-25,1974-10-14->1974-10-17
->,Q2165795,Ronan Keane,2000-06-01,2004-11-28->2004-07-23
->,Q1572237,John L. Murray,2004-07-23,2007-07-25->2011-07-25
