@@,item,itemlabel,startdate,enddate
->,Q356450,Erskine Hamilton Childers->Erskine H. Childers,1969-07-02,1973-03-14
->,Q912542,Brian Lenihan Snr->Brian Lenihan,1987-03-10,1990-10-31
->,Q1701309,John P. Wilson->John Wilson,1990-11-13,1993-01-12
->,Q154550,Bertie Ahern,1994-11-19->1994-11-17,1994-12-15
