item,itemLabel,startDate,endDate,sourceDate,psid
Q381690,John A. Costello,1948-02-18,1951-06-13,,Q381690-713e9844-4d63-49eb-61ec-29bf2c1ce175
Q173347,Éamon de Valera,1951-06-13,1954-06-02,,Q173347-22761b33-488d-70a8-72b6-384f1d6d6bb6
Q381690,John A. Costello,1954-06-02,1957-03-20,,Q381690-9C7D265D-4261-4729-9717-7378D2C1AC32
Q173347,Éamon de Valera,1957-03-20,1959-06-23,,Q173347-c3f07b6a-415c-b1ee-e7bd-8d9617b5f7e3
Q467680,Seán Lemass,1959-06-23,1966-11-10,,Q467680-FB8EAFBA-0901-4D41-A95A-387A2F62AAF3
Q381681,Jack Lynch,1966-11-10,1973-03-14,,Q381681-615BECDE-F764-42AC-AB9C-E26E110B9EDB
Q381661,Liam Cosgrave,1973-03-14,1977-07-05,,Q381661-811EF210-E1B3-44E8-868F-CC6102254ABA
Q381681,Jack Lynch,1977-07-05,1979-12-11,,Q381681-707b7237-4cba-9851-d179-6b03e9a5e867
Q333735,Charles Haughey,1979-12-11,1981-06-30,,Q333735-c1b349e0-4ea2-c44e-e615-a4232672ddd0
Q1425313,Garret FitzGerald,1981-06-30,1982-03-09,,Q1425313-e0a95573-4884-1cec-c37c-d82e735db989
Q333735,Charles Haughey,1982-03-09,1982-12-14,,Q333735-c85f0fc0-4a25-54c7-e825-509850616e26
Q1425313,Garret FitzGerald,1982-12-14,1987-03-10,,Q1425313-8BBA5DB6-2F97-422D-A972-574DD6B95E0F
Q333735,Charles Haughey,1987-03-10,1992-02-11,,Q333735-51E8A453-A862-4D5F-A03C-947E242E71FB
Q380182,Albert Reynolds,1992-02-11,1994-12-15,,Q380182-0FBA8F36-BD6B-4712-A52D-C17B9B7065ED
Q333701,John Bruton,1994-12-15,1997-06-26,,Q333701-694A54BC-6F26-4D17-9F43-CFC721250895
Q154550,Bertie Ahern,1997-06-26,2008-05-07,,Q154550-48DE9379-11BF-49A1-B95A-E158FE29962E
Q185272,Brian Cowen,2008-05-07,2011-03-09,,Q185272-92BD321A-21D5-4334-8F62-8684B3D1AE47
Q57815,Enda Kenny,2011-03-09,2017-06-14,,q57815-67BBCB3A-07D6-4411-8BDF-093F6C70F06F
Q1728820,Leo Varadkar,2017-06-14,2020-06-27,,Q1728820-9e2ef31a-4f5e-90f1-1016-1031d2f680a3
Q920403,Micheál Martin,2020-06-27,,,Q920403-ad9d2963-4e43-a6bf-9d8c-9a9dce354cc9
