item,itemLabel,startDate,endDate
Q560482,Cathal Brugha,1919-01-21,1919-01-22
Q454142,George Noble Plunkett,1919-01-22,1919-01-22
Q327203,Seán T. O'Kelly,1919-01-22,1921-08-16
Q1346298,Eoin MacNeill,1921-08-16,1922-09-09
Q1927735,Michael Hayes,1922-09-09,1932-03-09
Q266969,Frank Fahy,1932-03-09,1951-06-13
Q692430,Patrick Hogan,1951-06-13,1967-11-14
Q1133060,Cormac Breslin,1967-11-14,1973-03-14
Q653029,Seán Treacy,1973-03-14,1977-07-05
Q1706677,Joseph Brennan,1977-07-05,1980-07-13
Q446570,Pádraig Faulkner,1980-10-15,1981-06-30
Q446698,John O'Connell,1981-06-30,1982-12-14
Q2424966,Tom Fitzpatrick,1982-12-14,1987-03-10
Q653029,Seán Treacy,1987-03-10,1997-06-26
Q466058,Séamus Pattison,1997-06-26,2002-06-06
Q1802106,Rory O'Hanlon,2002-06-06,2007-06-14
Q981985,John O'Donoghue,2007-06-14,2009-10-13
Q981878,Séamus Kirk,2009-10-13,2011-03-09
Q221888,Seán Barrett,2011-03-09,2016-03-10
Q7459627,Seán Ó Fearghaíl,2016-03-10,
