item,itemLabel,startDate,endDate
Q1680124,Lord Glenavy,1922-12-06,1928-12-06
Q1259804,Thomas Westropp Bennett,1928-12-06,1936-05-19
Q2276026,Seán Gibbons,1938-04-27,1943-09-08
Q2276032,Seán Goulding,1943-09-08,1948-04-21
Q1395382,Timothy O'Donovan,1948-04-21,1951-08-14
Q1398635,Liam Ó Buachalla,1951-08-14,1954-07-22
Q1279753,Patrick Baxter,1954-07-22,1957-05-22
Q1398635,Liam Ó Buachalla,1957-05-22,1969-11-05
Q1929926,Michael Yeats,1969-11-05,1973-01-03
Q1957767,Micheál Cranitch,1973-01-03,1973-06-01
Q946973,James Dooge,1973-06-01,1977-10-27
Q2379290,Séamus Dolan,1977-10-27,1981-10-08
Q1066938,Charles McDonald,1981-10-08,1982-05-13
Q523455,Tras Honan,1982-05-13,1983-02-23
Q2057699,Patrick J. Reynolds,1983-02-23,1987-04-25
Q523455,Tras Honan,1987-04-25,1989-11-01
Q2276016,Seán Doherty,1989-11-01,1992-01-23
Q1540621,Seán Fallon,1992-01-23,1995-07-12
Q1822671,Liam Naughten,1995-07-12,1996-11-16
Q912826,Brian Mullooly,1996-11-16,1996-11-27
Q1822676,Liam T. Cosgrave,1996-11-27,1997-09-17
Q912826,Brian Mullooly,1997-09-17,2002-09-12
Q1747874,Rory Kiely,2002-09-12,2007-09-13
Q282462,Pat Moylan,2007-09-13,2011-05-25
Q1556791,Paddy Burke,2011-05-25,2016-06-08
Q1187575,Denis O'Donovan,2016-06-08,2020-06-29
Q1900009,Mark Daly,2020-06-29,
