item,itemLabel,startDate,endDate
Q1700583,John J. O'Kelly,1919-04-01,1921-08-26
Q4964909,Brian O'Higgins,1921-08-26,1922-02-28
Q7263988,Pádraic Ó Máille,1922-12-06,1927-05-23
Q6132692,James Dolan,1927-07-01,1927-08-25
Q692430,Patrick Hogan,1927-10-27,1928-03-08
Q1121447,Daniel Morrissey,1928-05-02,1932-01-29
Q692430,Patrick Hogan,1932-03-15,1938-05-27
Q1418573,Fionán Lynch,1938-07-05,1939-05-12
Q5325591,Eamonn O'Neill,1939-05-31,1943-05-31
Q5218125,Daniel McMenamin,1943-10-20,1948-01-12
Q692430,Patrick Hogan,1948-02-25,1951-05-07
Q1133060,Cormac Breslin,1951-07-04,1967-11-14
Q5257298,Denis Jones,1967-11-15,1977-07-05
Q7459466,Seán Browne,1977-07-06,1981-06-30
Q1689234,Jim Tunney,1981-07-07,1982-12-14
Q6256072,John Ryan,1982-12-15,1987-03-10
Q1689234,Jim Tunney,1987-03-24,1993-01-04
Q6210507,Joe Jacob,1993-02-13,1997-06-26
Q1802106,Rory O'Hanlon,1997-07-09,2002-06-06
Q466058,Séamus Pattison,2002-06-08,2007-06-14
Q466028,Brendan Howlin,2007-06-26,2011-03-09
Q631505,Michael Kitt,2011-03-31,2016-03-10
Q981866,"Pat ""the Cope"" Gallagher",2016-07-06,2020-02-10
Q5052598,Catherine Connolly,2020-07-23,
