,year,country_isocode,country_name,id,position,name,title,gender,birthyear,deadyear,party,party_english,party_otherlanguage,core,minister,leader,classification,portfolio_1,prestige_1,portfolio_2,prestige_2,portfolio_3,prestige_3,portfolio_4,prestige_4,m_finance,m_defense,m_agriculture,m_foreignaffairs
93273,2017,IRL,Ireland,991,"Min. For Agriculture, Food & The Marine",Michael Creed,NA,Male,1963,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),"Agriculture, Food, Fisheries & Livestock",Medium,Environment,Medium,NA,NA,NA,NA,0,0,1,0
93274,2017,IRL,Ireland,992,"Min. For Arts, Heritage & The Gaeltacht",Heather Humphreys,NA,Female,1963,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),Culture & Heritage,Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
93275,2017,IRL,Ireland,993,Min. For Children & Youth Affairs,Katherine Zappone,NA,Female,1953,A (2020),independent,independent,independent,1,1,0,Minister (Full Rank),Children & Family,Low,Youth,Low,NA,NA,NA,NA,0,0,0,0
93276,2017,IRL,Ireland,994,"Min. For Communications, Climate Action & Environment",Denis Naughten,NA,Male,1973,A (2020),independent,independent,independent,1,1,0,Minister (Full Rank),Communications & Information,Medium,Environment,Medium,NA,NA,NA,NA,0,0,0,0
93277,2017,IRL,Ireland,995,Min. For Community & Rural Affairs,Michael Ring,NA,Male,1953,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),Other,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
93278,2017,IRL,Ireland,996,Min. For Defense,Leo Varadkar,NA,Male,1979,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),"Defense, Military & National Security",High,NA,NA,NA,NA,NA,NA,0,1,0,0
93279,2017,IRL,Ireland,997,Min. For Education & Skills,Richard Bruton,NA,Male,1953,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),"Education, Training & Skills",Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
93280,2017,IRL,Ireland,998,Min. For Employment & Social Protection,Regina Doherty,NA,Female,1971,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),"Labor, Employment & Social Security",Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
93281,2017,IRL,Ireland,999,Min. For Enterprise & Innovation,Frances Fitzgerald,NA,Male,1950,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),"Enterprises, Companies & Business",Medium,"Science, Technology & Research",Low,NA,NA,NA,NA,0,0,0,0
93282,2017,IRL,Ireland,1000,Min. For Finance,Paschal Donohoe,NA,Male,1974,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),"Finance, Budget & Treasury",High,NA,NA,NA,NA,NA,NA,1,0,0,0
93283,2017,IRL,Ireland,1001,Min. For Foreign Affairs & Trade,Simon Coveney,NA,Male,1972,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),Foreign Relations,High,Foreign Economic Relations,Medium,NA,NA,NA,NA,0,0,0,1
93284,2017,IRL,Ireland,1002,Min. For Health,Simon Harris,NA,Male,1986,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),Health & Social Welfare,Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
93285,2017,IRL,Ireland,1003,"Min. For Housing, Planning & Local Govt.",Eoghan Murphy,NA,Male,1982,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),Housing,Medium,Local Government,Medium,Planning & Development,Medium,NA,NA,0,0,0,0
93286,2017,IRL,Ireland,1004,Min. For Justice & Equality,Charles Flanagan,NA,Male,1956,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),Justice & Legal Affairs,Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
93287,2017,IRL,Ireland,1005,Min. For Public Expenditure & Reform,Paschal Donohoe,NA,Male,1974,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),Political Reform,Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
93288,2017,IRL,Ireland,1006,"Min. For Transport, Tourism & Sport",Shane Ross,NA,Male,1949,A (2020),independent,independent,independent,1,1,0,Minister (Full Rank),Transport,Medium,Sports,Low,Tourism,Low,NA,NA,0,0,0,0
93289,2017,IRL,Ireland,1007,Attorney General,Seamus Woulfe,NA,Male,1962,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,0,0,"Attorney General, Chief Justice or Legal Official",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
93290,2017,IRL,Ireland,1008,"Governor, Central Bank Of Ireland",Patrick Honohan,NA,Male,1949,A (2020),NA,NA,NA,0,0,0,Governor (Central Bank),NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
93291,2017,IRL,Ireland,1009,Ambassador To The Us,Anne Colette Anderson,NA,Female,1952,A (2020),NA,NA,NA,0,0,0,Ambassador to the United States,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
93292,2017,IRL,Ireland,1010,"Permanent Representative To The Un, New York",David Denis Donoghue,NA,Male,1928,A (2020),NA,NA,NA,0,0,0,Representative to the United Nations,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
93293,2018,IRL,Ireland,1011,President,Michael Daniel Higgins,NA,Male,1941,A (2020),lab,Labour Party,Labour Party,1,0,0,President,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
93294,2018,IRL,Ireland,1012,Taoiseach (Prime Min. ),Leo Varadkar,NA,Male,1979,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,0,1,Prime Minister,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
93295,2018,IRL,Ireland,1013,Tanaiste (Dep. Prime Min.),Simon Coveney,NA,Male,1972,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,0,0,Deputy Prime Minister,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
93296,2018,IRL,Ireland,1014,"Min. For Agriculture, Food & The Marine",Michael Creed,NA,Male,1963,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),"Agriculture, Food, Fisheries & Livestock",Medium,Environment,Medium,NA,NA,NA,NA,0,0,1,0
93297,2018,IRL,Ireland,1015,Min. For Children & Youth Affairs,Katherine Zappone,NA,Female,1953,A (2020),independent,independent,independent,1,1,0,Minister (Full Rank),Children & Family,Low,Youth,Low,NA,NA,NA,NA,0,0,0,0
93298,2018,IRL,Ireland,1016,"Min. For Communications, Climate Action & Environment",Denis Naughten,NA,Male,1973,A (2020),independent,independent,independent,1,1,0,Minister (Full Rank),Communications & Information,Medium,Environment,Medium,NA,NA,NA,NA,0,0,0,0
93299,2018,IRL,Ireland,1017,Min. For Community & Rural Affairs,Michael Ring,NA,Male,1953,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),Other,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
93300,2018,IRL,Ireland,1018,"Min. For Culture, Heritage & The Gaeltacht",Josepha Madigan,NA,Female,1969,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),Culture & Heritage,Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
93301,2018,IRL,Ireland,1019,Min. For Defense,Leo Varadkar,NA,Male,1979,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),"Defense, Military & National Security",High,NA,NA,NA,NA,NA,NA,0,1,0,0
93302,2018,IRL,Ireland,1020,Min. For Education & Skills,Richard Bruton,NA,Male,1953,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),"Education, Training & Skills",Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
93303,2018,IRL,Ireland,1021,Min. For Employment & Social Protection,Regina Doherty,NA,Female,1971,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),"Labor, Employment & Social Security",Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
93304,2018,IRL,Ireland,1022,Min. For Enterprise & Innovation,Heather Humphreys,NA,Female,1963,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),"Enterprises, Companies & Business",Medium,"Science, Technology & Research",Low,NA,NA,NA,NA,0,0,0,0
93305,2018,IRL,Ireland,1023,Min. For Finance,Paschal Donohoe,NA,Male,1974,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),"Finance, Budget & Treasury",High,NA,NA,NA,NA,NA,NA,1,0,0,0
93306,2018,IRL,Ireland,1024,Min. For Foreign Affairs & Trade,Simon Coveney,NA,Male,1972,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),Foreign Relations,High,Foreign Economic Relations,Medium,NA,NA,NA,NA,0,0,0,1
93307,2018,IRL,Ireland,1025,Min. For Health,Simon Harris,NA,Male,1986,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),Health & Social Welfare,Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
93308,2018,IRL,Ireland,1026,"Min. For Housing, Planning & Local Govt.",Eoghan Murphy,NA,Male,1982,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),Housing,Medium,Local Government,Medium,Planning & Development,Medium,NA,NA,0,0,0,0
93309,2018,IRL,Ireland,1027,Min. For Justice & Equality,Charles Flanagan,NA,Male,1956,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),Justice & Legal Affairs,Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
93310,2018,IRL,Ireland,1028,Min. For Public Expenditure & Reform,Paschal Donohoe,NA,Male,1974,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,1,0,Minister (Full Rank),Political Reform,Medium,NA,NA,NA,NA,NA,NA,0,0,0,0
93311,2018,IRL,Ireland,1029,"Min. For Transport, Tourism & Sport",Shane Ross,NA,Male,1949,A (2020),independent,independent,independent,1,1,0,Minister (Full Rank),Transport,Medium,Sports,Low,Tourism,Low,NA,NA,0,0,0,0
93312,2018,IRL,Ireland,1030,Attorney General,Seamus Woulfe,NA,Male,1962,A (2020),fg,Fine Gael (Familiy of the Irish),Fine Gael (Familiy of the Irish),1,0,0,"Attorney General, Chief Justice or Legal Official",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
93313,2018,IRL,Ireland,1031,"Governor, Central Bank Of Ireland",Philip Lane,NA,Male,1969,A (2020),NA,NA,NA,0,0,0,Governor (Central Bank),NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
93314,2018,IRL,Ireland,1032,Ambassador To The Us,Daniel Mulhall,NA,Male,1955,A (2020),NA,NA,NA,0,0,0,Ambassador to the United States,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
93315,2018,IRL,Ireland,1033,"Permanent Representative To The Un, New York",Geraldine Byrne Nason,NA,Female,1959,A (2020),NA,NA,NA,0,0,0,Representative to the United Nations,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
