item,itemLabel,startDate,endDate,sourceDate,psid
Q6776425,Martin Quinn,2000,2001,2022-05-10,Q6776425-460C1A0E-BF18-4213-B67A-1AE50CED35DC
Q1239649,Donal Lyons,2001,2002,2022-05-10,Q1239649-D7E0A0B9-BD92-4CC5-ABCD-14F3B79E36D4
Q7909099,Val Hanley,2002,2003,2022-05-10,Q7909099-FCCD6A8F-F99C-427E-B6B0-8DEDADC7013B
Q1720409,Terry O'Flaherty,2003,2004,2022-05-10,Q1720409-18922510-5F17-4A6D-B37E-E94269391341
Q5052598,Catherine Connolly,2004-06-08,2005-06-10,,Q5052598-F72E9A1E-AC95-4A3E-900A-7E969554804C
Q13156970,Brian Walsh,2005,2006,2022-05-10,Q13156970-2A949AE6-8921-4F57-8A55-787FAD60B5D6
Q1984551,Niall Ó Brolcháin,2006,2007,2022-05-10,Q1984551-FB615F8E-71F6-4BD1-BB7A-A91D7F20C1EE
Q7815415,Tom Costello,2007,2008,2022-05-10,Q7815415-0F0B396B-7D8B-47EC-AE21-3280BCDA8F4F
Q7263993,Pádraig Conneely,2008,2009,2022-05-10,Q7263993-9A498AD1-EFC8-4795-ADBA-FE9A4F7ED6EB
Q5249362,Declan McDonnell,2009,2010,2022-05-10,Q5249362-9EB1FE89-7D55-4A9E-8631-12C9CD1D1A38
Q6829565,Michael Crowe,2010,2011,2022-05-10,Q6829565-BEB7F053-C182-467E-A69B-86BC3C022D58
Q5761616,Hildegarde Naughton,2011,2012,2022-05-10,Q5761616-BE91CFB3-8614-4037-8461-7872359B9AB8
Q1720409,Terry O'Flaherty,2012,2013,2022-05-10,Q1720409-0FB06CD5-55CD-45D2-BE9B-36F5DB6DE4FA
Q7263993,Pádraig Conneely,2013,2014,2022-05-10,Q7263993-FB6330E7-F17C-4986-B1E2-99E948FCC10C
Q1239649,Donal Lyons,2014,2015,2022-05-10,Q1239649-EAB08704-4BF7-48FD-8C7F-D688516C0A90
Q89366413,Níall McNelis,2018,2019,2022-05-10,Q89366413-93AB350A-FD49-4C6F-A45C-D9538F38867A
