position,title
Q2325081,Minister of State
Q13645132,Lord Mayor of Dublin
Q6797712,Mayor of Galway
Q108913669,Judge of the Supreme Court
Q40338095,ambassador to Canada
Q92082510,ambassador to Italy
Q92082518,ambassador to Libya
Q63076306,ambassador to the Russian Federation
Q92082519,ambassador to San Marino
Q28196124,ambassador to Spain
Q107419822,ambassador to Turkey
Q98060023,ambassador to the United Kingdom
